"competenciamov";"saldomovimentacao";"pais";"continente";"uf";"municipio";"cbo2002ocupacao";"subclasse";"secao";"categoria";"sexo";"nivel_instrucao";"salario";"faixa_etaria";"racacor";"faixa_horas_contrat";"indtrabparcial";"indtrabintermitente";"tipomovimentacao";"unidadesalariocodigo";"valorsalariofixo";"status_migratorio"
"202001";"1";"BOLÍVIA";"AMÉRICA DO SUL";"11";"110010";"513505";"5611201";"I";"101";"3";"04";"1128";"05";"6";"06";"0";"0";"20";"";"";"Permanente"
"202001";"1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"414110";"4637199";"G";"101";"1";"04";"112500";"03";"3";"07";"0";"0";"20";"";"";"Temporário"
"202001";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"521115";"4712100";"G";"101";"1";"04";"1128.15";"04";"3";"05";"0";"0";"43";"";"";"Sem informação"
"202001";"1";"VENEZUELA";"AMÉRICA DO SUL";"29";"292740";"354125";"4781400";"G";"111";"3";"04";"1139.6";"03";"6";"01";"0";"1";"20";"";"";"Temporário"
"202001";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"04";"1513.92";"04";"6";"06";"0";"0";"20";"";"";"Permanente"
"202001";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"355030";"621005";"151201";"A";"101";"1";"04";"1111";"04";"2";"06";"0";"0";"20";"";"";"Refugiado/solicitante de refúgio"
"202002";"-1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"35";"355030";"413225";"6499999";"K";"101";"3";"04";"3253.8";"07";"1";"04";"0";"0";"40";"5";"3253.8";"Sem informação"
"202002";"-1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"35";"355030";"413225";"6499999";"K";"101";"1";"07";"8791.57";"06";"1";"05";"0";"0";"40";"5";"8791.57";"Sem informação"
"202002";"1";"CUBA";"AMÉRICA CENTRAL E CARIBE";"41";"410690";"514320";"5620102";"I";"101";"3";"04";"850";"04";"1";"05";"0";"0";"10";"";"";"Sem informação"
"202003";"1";"SÍRIA";"ÁSIA";"35";"355030";"234664";"8512100";"P";"101";"3";"06";"2000";"04";"1";"06";"0";"0";"20";"";"";"Sem informação"
"202003";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"43";"431490";"514320";"5611203";"I";"101";"3";"04";"1239.46";"03";"6";"06";"0";"0";"20";"";"";"Permanente"
"202003";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"52";"520110";"715210";"4120400";"F";"101";"1";"03";"1559.26";"04";"2";"06";"0";"0";"43";"";"";"Permanente"
"202004";"-1";"BOLÍVIA";"AMÉRICA DO SUL";"11";"110010";"513505";"5611201";"I";"101";"3";"04";"1128";"05";"6";"06";"0";"0";"31";"";"";"Permanente"
"202004";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"52";"520110";"717020";"4120400";"F";"101";"1";"04";"1045";"02";"3";"06";"0";"0";"40";"";"";"Sem informação"
"202005";"-1";"ROMÊNIA";"EUROPA";"15";"150080";"234520";"8599699";"P";"101";"3";"07";"3402";"06";"1";"06";"0";"0";"31";"5";"3402";"Permanente"
"202006";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"3";"04";"1513.92";"04";"6";"06";"0";"0";"20";"";"";"Permanente"
"202006";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"04";"1513.92";"03";"6";"06";"0";"0";"20";"";"";"Sem informação"
"202006";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"04";"1513.92";"04";"6";"06";"0";"0";"20";"";"";"Refugiado/solicitante de refúgio"
"202006";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"04";"1513.92";"03";"6";"06";"0";"0";"20";"";"";"Sem informação"
"202006";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"354870";"783225";"1742701";"C";"101";"1";"04";"1400";"04";"1";"06";"0";"0";"31";"5";"1400";"Refugiado/solicitante de refúgio"
"202006";"1";"BOLÍVIA";"AMÉRICA DO SUL";"35";"355030";"717020";"7112000";"M";"111";"1";"04";"1552";"05";"3";"06";"0";"1";"20";"";"";"Sem informação"
"202007";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"52";"520110";"717020";"4120400";"F";"101";"1";"03";"1045";"03";"2";"06";"0";"0";"40";"";"";"Sem informação"
"202008";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"517410";"7020400";"M";"101";"1";"04";"1200";"05";"3";"06";"0";"0";"31";"";"";"Permanente"
"202008";"1";"COSTA DO MARFIM";"ÁFRICA";"33";"330455";"377110";"9312300";"R";"105";"1";"04";"366761.23";"04";"3";"04";"0";"0";"10";"";"";"Sem informação"
"202009";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"355030";"715210";"4120400";"F";"101";"1";"02";"1886.98";"04";"2";"06";"0";"0";"20";"";"";"Permanente"
"202009";"1";"PARAGUAI";"AMÉRICA DO SUL";"35";"355030";"763210";"1412601";"C";"101";"1";"04";"1508.02";"04";"3";"06";"0";"0";"20";"5";"1508.02";"Permanente"
"202009";"-1";"SENEGAL";"ÁFRICA";"43";"430165";"784205";"1623400";"C";"101";"1";"04";"1510";"03";"6";"06";"0";"0";"31";"";"";"Refugiado/solicitante de refúgio"
"202010";"1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"783215";"5212500";"H";"101";"1";"02";"1045";"04";"2";"06";"0";"0";"20";"5";"1045";"Temporário"
"202010";"1";"VENEZUELA";"AMÉRICA DO SUL";"33";"330455";"514320";"8121400";"N";"101";"1";"01";"1239";"02";"3";"06";"0";"0";"20";"";"";"Refugiado/solicitante de refúgio"
"202010";"1";"PARAGUAI";"AMÉRICA DO SUL";"35";"355030";"765310";"9529105";"S";"101";"1";"04";"1600";"04";"6";"06";"0";"0";"20";"";"";"Sem informação"
"202011";"1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"23";"230440";"142105";"4781400";"G";"101";"1";"04";"1045";"04";"2";"06";"0";"0";"20";"";"";"Sem informação"
"202011";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"715505";"4120400";"F";"101";"1";"01";"1841.67";"04";"3";"06";"0";"0";"31";"";"";"Permanente"
"202011";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"355030";"784205";"3811400";"E";"101";"1";"04";"1497.15";"05";"2";"06";"0";"0";"32";"5";"1497.15";"Permanente"
"202012";"-1";"BOLÍVIA";"AMÉRICA DO SUL";"35";"351440";"234505";"8531700";"P";"101";"1";"07";"11902";"04";"1";"05";"0";"0";"43";"1";"59.51";"Sem informação"
"202012";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"3";"04";"1513.92";"04";"6";"06";"0";"0";"31";"";"";"Permanente"
"202012";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"04";"1513.92";"04";"6";"06";"0";"0";"31";"";"";"Refugiado/solicitante de refúgio"
"202012";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"01";"1513.92";"04";"2";"06";"0";"0";"31";"";"";"Permanente"
"202012";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"03";"1513.92";"03";"2";"06";"0";"0";"31";"";"";"Sem informação"
"202012";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351640";"717020";"4120400";"F";"101";"1";"04";"1513.92";"04";"6";"06";"0";"0";"31";"";"";"Sem informação"
"202012";"1";"PARAGUAI";"AMÉRICA DO SUL";"41";"410830";"521110";"1091102";"C";"101";"3";"04";"1381";"02";"1";"06";"0";"0";"20";"";"";"Sem informação"
"202012";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"52";"520110";"717020";"4120400";"F";"101";"1";"04";"1045";"04";"2";"06";"0";"0";"31";"";"";"Sem informação"
"202101";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"513405";"5611203";"I";"101";"1";"04";"1189.86";"04";"3";"05";"0";"0";"40";"5";"1189.86";"Permanente"
"202101";"-1";"PARAGUAI";"AMÉRICA DO SUL";"41";"410830";"521110";"1091102";"C";"101";"3";"04";"1381";"02";"1";"06";"0";"0";"40";"";"";"Sem informação"
"202101";"1";"URUGUAI";"AMÉRICA DO SUL";"42";"420200";"142320";"4781400";"G";"101";"3";"05";"1720";"02";"1";"06";"0";"0";"97";"";"";"Sem informação"
"202101";"-1";"SENEGAL";"ÁFRICA";"43";"431490";"513435";"5611201";"I";"101";"1";"04";"1265.63";"03";"6";"06";"0";"0";"32";"";"";"Refugiado/solicitante de refúgio"
"202101";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"51";"510760";"717020";"4120400";"F";"101";"1";"01";"1215.52";"04";"2";"06";"0";"0";"31";"5";"1215.52";"Temporário"
"202101";"-1";"VENEZUELA";"AMÉRICA DO SUL";"52";"520110";"715210";"4120400";"F";"101";"1";"02";"1064.35";"04";"6";"06";"0";"0";"31";"";"";"Temporário"
"202101";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"52";"520110";"715210";"4120400";"F";"101";"1";"04";"1064.35";"06";"3";"06";"0";"0";"31";"";"";"Sem informação"
"202102";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"513505";"5611203";"I";"101";"3";"04";"1187";"04";"3";"05";"0";"0";"31";"5";"1187";"Sem informação"
"202102";"1";"ESTADOS UNIDOS";"AMÉRICA DO NORTE";"32";"320230";"261305";"8411600";"O";"101";"1";"04";"";"04";"6";"06";"9";"0";"97";"99";"";"Sem informação"
"202102";"1";"BOLÍVIA";"AMÉRICA DO SUL";"35";"355030";"760310";"1412601";"C";"101";"1";"04";"2029.22";"04";"4";"06";"0";"0";"20";"";"";"Permanente"
"202102";"1";"BOLÍVIA";"AMÉRICA DO SUL";"35";"355030";"763210";"1412601";"C";"101";"1";"06";"1552.4";"03";"4";"06";"0";"0";"20";"";"";"Sem informação"
"202102";"-1";"PARAGUAI";"AMÉRICA DO SUL";"41";"410690";"521105";"4691500";"G";"101";"1";"04";"1420";"03";"1";"06";"0";"0";"32";"5";"1420";"Sem informação"
"202102";"1";"GUINÉ BISSAU";"ÁFRICA";"42";"420540";"513205";"5611201";"I";"101";"1";"04";"2400";"04";"6";"06";"0";"0";"20";"5";"2400";"Sem informação"
"202102";"1";"VENEZUELA";"AMÉRICA DO SUL";"51";"510340";"514320";"8211300";"N";"101";"3";"04";"1100";"05";"3";"06";"0";"0";"20";"";"";"Refugiado/solicitante de refúgio"
"202103";"-1";"VENEZUELA";"AMÉRICA DO SUL";"14";"140010";"412205";"4322301";"F";"101";"1";"03";"1100";"06";"3";"06";"0";"0";"40";"5";"1100";"Temporário"
"202103";"-1";"ANGOLA";"ÁFRICA";"33";"330455";"514205";"4930201";"H";"101";"1";"03";"1249.36";"05";"2";"04";"0";"0";"31";"";"";"Refugiado/solicitante de refúgio"
"202103";"1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"42";"420910";"513505";"5620104";"I";"101";"3";"04";"1400";"03";"6";"06";"0";"0";"20";"5";"1400";"Sem informação"
"202104";"-1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"35";"353060";"241040";"7020400";"M";"101";"3";"06";"1500";"03";"6";"06";"0";"0";"31";"";"";"Sem informação"
"202104";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"42";"420910";"354125";"7911200";"N";"101";"1";"04";"7.2";"03";"6";"06";"0";"0";"97";"";"";"Permanente"
"202104";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"51";"510760";"717020";"2330301";"C";"101";"1";"03";"1191.1";"06";"2";"06";"0";"0";"31";"";"";"Permanente"
"202104";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"51";"510792";"717020";"4120400";"F";"101";"1";"04";"1217";"05";"6";"06";"0";"0";"40";"5";"1217";"Permanente"
"202105";"1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"782130";"2513600";"C";"101";"1";"03";"1493.09";"04";"3";"06";"0";"0";"97";"";"";"Sem informação"
"202105";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"783215";"5212500";"H";"101";"1";"04";"1100";"04";"3";"06";"0";"0";"40";"5";"1100";"Temporário"
"202105";"1";"BOLÍVIA";"AMÉRICA DO SUL";"35";"355030";"521110";"4642701";"G";"101";"1";"03";"1800";"03";"3";"06";"0";"0";"20";"5";"1800";"Permanente"
"202105";"-1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"35";"355220";"623110";"151201";"A";"101";"1";"02";"1100";"04";"3";"06";"0";"0";"40";"";"";"Sem informação"
"202105";"-1";"VENEZUELA";"AMÉRICA DO SUL";"35";"355710";"818110";"7111100";"M";"101";"1";"02";"1440.87";"04";"3";"06";"0";"0";"31";"";"";"Sem informação"
"202105";"-1";"VENEZUELA";"AMÉRICA DO SUL";"42";"421660";"715210";"4120400";"F";"101";"1";"04";"1850";"05";"6";"06";"0";"0";"31";"";"";"Refugiado/solicitante de refúgio"
"202106";"1";"AFEGANISTÃO";"ÁSIA";"13";"130260";"521125";"4721103";"G";"101";"1";"04";"1100";"02";"3";"06";"0";"0";"97";"";"";"Sem informação"
"202106";"1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"521110";"4781400";"G";"101";"3";"04";"1100";"04";"6";"06";"0";"0";"97";"";"";"Sem informação"
"202106";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"516345";"9601701";"S";"101";"3";"04";"1050";"03";"3";"06";"0";"0";"40";"5";"1050";"Sem informação"
"202106";"-1";"COLÔMBIA";"AMÉRICA DO SUL";"26";"261160";"377110";"9312300";"R";"101";"1";"06";"50000";"03";"6";"06";"0";"0";"90";"5";"50000";"Sem informação"
"202106";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"33";"330455";"783210";"7820500";"N";"111";"1";"04";"27.25";"03";"3";"01";"0";"1";"31";"";"";"Sem informação"
"202106";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"351880";"723205";"4687702";"G";"101";"1";"04";"1452";"04";"2";"06";"0";"0";"31";"5";"1452";"Refugiado/solicitante de refúgio"
"202106";"-1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"41";"410690";"516110";"9602502";"S";"101";"1";"04";"1539.85";"05";"6";"06";"0";"0";"31";"";"";"Refugiado/solicitante de refúgio"
"202106";"1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"41";"410690";"516210";"8711502";"Q";"101";"1";"04";"1585";"04";"6";"06";"0";"0";"97";"5";"1585";"Permanente"
"202106";"1";"VENEZUELA";"AMÉRICA DO SUL";"43";"430310";"521140";"4712100";"G";"101";"1";"04";"1304";"02";"1";"06";"0";"0";"97";"";"";"Temporário"
"202106";"1";"ALBÂNIA";"EUROPA";"43";"431690";"239405";"8511200";"P";"101";"3";"04";"1553.8";"02";"6";"04";"0";"0";"97";"";"";"Sem informação"
"202106";"-1";"VENEZUELA";"AMÉRICA DO SUL";"52";"520110";"717020";"4120400";"F";"101";"1";"02";"1100";"05";"3";"06";"0";"0";"40";"";"";"Refugiado/solicitante de refúgio"
"202106";"1";"AFEGANISTÃO";"ÁSIA";"52";"520110";"411010";"6911701";"M";"101";"3";"04";"1100";"04";"6";"06";"0";"0";"97";"";"";"Sem informação"
"202107";"1";"VENEZUELA";"AMÉRICA DO SUL";"11";"110020";"715305";"4391600";"F";"101";"1";"01";"1586";"05";"3";"06";"0";"0";"97";"";"";"Refugiado/solicitante de refúgio"
"202107";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"33";"330455";"783210";"7820500";"N";"111";"1";"04";"27.75";"04";"2";"01";"0";"1";"31";"";"";"Refugiado/solicitante de refúgio"
"202107";"1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"33";"330630";"111415";"8513900";"P";"101";"3";"06";"2000";"05";"1";"06";"0";"0";"97";"5";"2000";"Sem informação"
"202107";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"35";"352400";"391115";"8111700";"N";"101";"1";"01";"1452.02";"04";"2";"07";"0";"0";"31";"5";"1452.02";"Sem informação"
"202107";"-1";"SUÍÇA";"EUROPA";"35";"354780";"784205";"7112000";"M";"101";"1";"04";"1330.25";"04";"1";"06";"0";"0";"40";"";"";"Permanente"
"202107";"1";"MARROCOS";"ÁFRICA";"35";"355030";"513505";"5611203";"I";"101";"3";"04";"1230";"03";"3";"06";"0";"0";"97";"";"";"Permanente"
"202107";"-1";"PARAGUAI";"AMÉRICA DO SUL";"41";"410830";"514120";"8112500";"N";"101";"1";"03";"1615.65";"02";"1";"06";"0";"0";"31";"";"";"Sem informação"
"202107";"1";"VENEZUELA";"AMÉRICA DO SUL";"43";"430310";"848315";"5611201";"I";"101";"1";"02";"1299.81";"06";"6";"06";"0";"0";"97";"";"";"Sem informação"
"202107";"-1";"VENEZUELA";"AMÉRICA DO SUL";"43";"431490";"514320";"5611201";"I";"101";"3";"04";"1265.63";"05";"6";"06";"0";"0";"31";"";"";"Sem informação"
"202108";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"723315";"8122200";"N";"101";"1";"04";"1100";"02";"3";"06";"0";"0";"31";"";"";"Sem informação"
"202108";"-1";"VENEZUELA";"AMÉRICA DO SUL";"13";"130260";"782130";"2513600";"C";"101";"1";"03";"1493.09";"04";"3";"06";"0";"0";"31";"5";"1493.09";"Sem informação"
"202108";"1";"AFEGANISTÃO";"ÁSIA";"23";"230440";"422105";"4772500";"G";"101";"3";"04";"1123.16";"02";"6";"06";"0";"0";"97";"";"";"Sem informação"
"202108";"-1";"CHILE";"AMÉRICA DO SUL";"27";"270430";"513405";"5611201";"I";"101";"1";"04";"1100";"06";"6";"05";"0";"0";"32";"";"";"Permanente"
"202108";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"33";"330455";"271105";"5611203";"I";"101";"1";"04";"1500";"03";"6";"06";"0";"0";"40";"";"";"Refugiado/solicitante de refúgio"
"202108";"1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"41";"410690";"516110";"9602502";"S";"101";"3";"04";"1539.85";"05";"6";"06";"0";"0";"97";"";"";"Refugiado/solicitante de refúgio"
"202108";"-1";"HAITI";"AMÉRICA CENTRAL E CARIBE";"41";"411670";"841484";"1020101";"C";"101";"1";"01";"1410.03";"02";"3";"06";"0";"0";"32";"5";"1410.03";"Temporário"
"202108";"-1";"VENEZUELA";"AMÉRICA DO SUL";"41";"412550";"524105";"7490104";"M";"101";"1";"04";"1100";"02";"6";"06";"0";"0";"40";"5";"1100";"Sem informação"
"202108";"-1";"VENEZUELA";"AMÉRICA DO SUL";"43";"430230";"622020";"121101";"A";"101";"1";"02";"1320";"06";"3";"06";"0";"0";"40";"5";"1320";"Refugiado/solicitante de refúgio"
"202108";"-1";"VENEZUELA";"AMÉRICA DO SUL";"52";"520110";"717020";"4120400";"F";"101";"1";"04";"1100";"03";"3";"06";"0";"0";"40";"";"";"Refugiado/solicitante de refúgio"
"202108";"-1";"VENEZUELA";"AMÉRICA DO SUL";"53";"530010";"414135";"4744099";"G";"101";"1";"05";"1124.25";"03";"2";"06";"0";"0";"31";"5";"1124.25";"Refugiado/solicitante de refúgio"
"202109";"-1";"COLÔMBIA";"AMÉRICA DO SUL";"13";"130260";"421125";"4712100";"G";"101";"3";"04";"1155";"03";"3";"07";"0";"0";"60";"";"";"Permanente"
"202109";"1";"NATURALIDADE BRASILEIRA";"NATURALIDADE BRASILEIRA";"35";"351970";"251605";"8411600";"O";"105";"3";"05";"3541.18";"05";"1";"04";"1";"0";"97";"";"";"Sem informação"
"202109";"1";"VENEZUELA";"AMÉRICA DO SUL";"35";"354980";"515225";"2071100";"C";"101";"1";"04";"1672.1";"05";"6";"06";"0";"0";"97";"";"";"Sem informação"
"202109";"-1";"BOLÍVIA";"AMÉRICA DO SUL";"35";"355030";"763215";"1412601";"C";"101";"1";"04";"1632.75";"04";"3";"06";"0";"0";"31";"";"";"Sem informação"
"202109";"-1";"VENEZUELA";"AMÉRICA DO SUL";"35";"355030";"717020";"4120400";"F";"101";"1";"04";"1104.68";"04";"6";"06";"0";"0";"40";"5";"1104.68";"Temporário"
"202109";"-1";"VENEZUELA";"AMÉRICA DO SUL";"35";"355030";"717020";"4120400";"F";"101";"1";"04";"1104.68";"03";"6";"06";"0";"0";"40";"5";"1104.68";"Temporário"
"202109";"1";"PARAGUAI";"AMÉRICA DO SUL";"35";"355030";"411005";"4781400";"G";"101";"3";"04";"1500";"03";"6";"06";"0";"0";"97";"5";"1500";"Permanente"
"202109";"1";"JAPÃO";"ÁSIA";"41";"410830";"521140";"1091102";"C";"101";"3";"04";"1523.38";"02";"1";"06";"0";"0";"97";"";"";"Sem informação"
